,NomeCidade,MediaSalarialGeral,SalMed_ExecGeral,SalMed_GerenteIntGeral,SalMed_FuncGeral,SalMed_TrabalhadorGeral
130,Vichy,12.4,24.4,13.7,9.9,10.1
131,Yzeure,12.5,22.0,13.9,10.4,10.6
132,Barcelonnette,11.0,18.8,13.0,9.6,10.3
133,Château-Arnoux-Saint-Auban,12.5,22.3,14.4,10.2,11.1
134,Digne-les-Bains,11.7,20.6,13.5,9.9,9.8
135,Forcalquier,11.7,22.6,13.3,9.8,10.1
136,Gréoux-les-Bains,12.8,23.8,13.3,9.8,10.8
137,Manosque,13.4,25.3,14.2,10.1,10.5
138,Les Mées,11.9,22.5,13.5,10.0,10.5
139,Oraison,13.1,21.9,14.4,10.5,10.9
140,Peyruis,12.5,21.9,14.1,10.0,11.1
141,Pierrevert,16.9,27.6,15.3,10.8,12.5
142,Sainte-Tulle,13.5,24.5,15.2,10.3,11.3
143,Sisteron,12.9,23.3,15.0,9.9,11.1
144,Valensole,12.4,22.6,14.2,10.2,10.5
145,Villeneuve,13.7,24.7,14.5,10.6,11.4
146,Volx,13.2,23.2,14.7,10.6,11.2
147,L'Argentière-la-Bessée,12.2,19.0,14.6,10.3,11.0
148,La Bâtie-Neuve,12.5,24.7,13.7,9.9,11.0
149,Briançon,12.0,23.5,13.5,10.0,10.6
150,Chorges,12.2,20.0,13.8,10.1,11.3
151,Embrun,11.7,20.6,13.3,9.7,10.9
152,Gap,12.2,21.7,13.7,10.0,10.4
153,Guillestre,11.7,18.6,14.3,9.7,11.3
154,Laragne-Montéglin,11.6,21.7,13.3,9.4,10.6
155,Saint-Bonnet-en-Champsaur,12.0,21.1,13.3,9.7,11.2
156,Tallard,11.4,22.7,13.4,9.7,9.6
157,Veynes,12.1,20.5,14.6,9.9,11.4
158,Antibes,14.9,22.8,15.0,10.9,11.4
159,Aspremont,16.8,25.4,14.8,13.1,13.2
160,Auribeau-sur-Siagne,15.6,27.3,14.7,10.9,11.2
161,Le Bar-sur-Loup,17.0,24.9,18.7,11.5,12.4
162,Beaulieu-sur-Mer,13.3,24.4,14.4,10.8,11.7
163,Beausoleil,11.8,20.7,13.9,9.8,10.5
164,Biot,20.0,26.4,16.0,11.8,13.4
165,Breil-sur-Roya,11.8,17.4,14.1,10.2,11.2
166,Cagnes-sur-Mer,14.2,24.3,14.8,10.8,11.3
167,Cannes,13.2,25.1,14.5,10.6,10.8
168,Le Cannet,13.3,23.3,14.7,10.7,11.0
169,Cap-d'Ail,17.2,21.1,44.2,10.7,11.2
170,Carros,13.4,23.2,15.0,10.8,11.2
171,Châteauneuf-Grasse,19.0,31.2,16.1,12.1,12.4
172,La Colle-sur-Loup,18.3,28.8,16.6,11.8,12.9
173,Colomars,15.5,25.0,16.4,11.5,11.7
174,Contes,13.3,21.5,15.5,10.8,11.8
175,Drap,12.4,21.8,14.0,10.1,11.8
176,L'Escarène,12.6,21.0,14.9,10.6,11.6
177,Èze,14.3,23.3,15.1,11.0,12.1
178,Gattières,15.0,24.7,16.0,11.1,11.9
179,La Gaude,17.2,26.8,16.6,11.7,12.7
180,Grasse,14.4,26.2,14.5,10.7,11.4
181,Levens,14.2,23.0,14.9,11.3,12.1
182,Mandelieu-la-Napoule,14.0,24.7,14.6,10.7,11.2
183,Menton,11.7,21.3,13.8,10.0,10.4
184,Mouans-Sartoux,17.5,27.6,15.9,11.8,11.7
185,Mougins,17.0,26.6,16.2,11.3,12.3
186,Nice,13.2,23.5,14.5,10.5,11.0
187,Opio,22.2,34.2,18.4,11.7,13.9
188,Pégomas,14.3,24.3,14.4,11.1,11.4
189,Peille,13.3,25.0,15.0,11.2,11.4
190,Peymeinade,15.3,26.2,15.3,10.7,12.1
191,Roquebrune-Cap-Martin,12.9,23.1,15.0,10.3,10.9
192,Roquefort-les-Pins,22.3,31.9,17.2,12.3,16.8
193,La Roquette-sur-Siagne,15.5,25.3,15.9,11.3,11.0
194,Le Rouret,20.8,29.4,17.0,12.4,17.0
195,Saint-André-de-la-Roche,12.7,22.4,14.6,10.3,11.5
196,Saint-Cézaire-sur-Siagne,15.0,27.3,14.5,11.1,11.7
197,Saint-Jeannet,17.2,29.0,16.1,11.3,12.3
198,Saint-Laurent-du-Var,14.2,23.2,15.2,11.1,11.6
199,Saint-Martin-du-Var,13.2,23.1,14.5,10.9,11.6
200,Saint-Paul-de-Vence,18.6,30.2,18.1,11.4,12.4
201,Saint-Vallier-de-Thiey,14.2,24.2,14.7,10.8,11.7
202,Sospel,12.1,21.1,14.2,10.4,11.0
203,Le Tignet,15.4,26.2,15.9,11.0,11.6
204,Tourrette-Levens,13.6,22.1,14.9,10.8,12.0
205,Tourrettes-sur-Loup,17.8,29.3,15.2,10.9,12.0
206,La Trinité,12.4,20.3,14.6,10.6,11.4
207,La Turbie,18.6,26.7,37.4,11.0,11.6
208,Valbonne,19.1,27.6,15.7,11.6,13.5
209,Vallauris,13.5,23.4,14.1,10.6,10.9
210,Vence,15.7,27.9,15.2,11.0,11.5
211,Villefranche-sur-Mer,15.2,28.4,14.9,11.2,11.5
212,Villeneuve-Loubet,15.4,26.2,15.2,11.2,11.6
213,Tende,11.6,18.0,15.1,9.5,10.0
214,Annonay,12.2,24.3,13.5,10.2,10.7
215,Aubenas,11.7,22.2,13.3,9.7,10.1
216,Boulieu-lès-Annonay,12.5,22.5,13.9,10.3,11.0
217,Bourg-Saint-Andéol,13.6,24.8,16.0,9.8,11.0
218,Charmes-sur-Rhône,14.0,26.0,14.6,11.0,11.0
219,Le Cheylard,13.2,24.7,13.8,10.2,11.4
220,Chomérac,13.1,22.4,14.7,10.4,10.8
221,Cornas,13.1,22.1,14.2,10.6,11.2
222,Cruas,14.5,25.1,18.6,10.1,12.0
223,Davézieux,13.0,24.1,14.0,10.6,11.3
224,Guilherand-Granges,13.4,23.7,14.0,10.5,10.7
225,Lamastre,10.9,18.8,12.6,9.4,10.0
226,Le Pouzin,12.0,22.3,14.8,10.0,10.4
227,Privas,12.2,22.8,14.0,10.2,9.8
228,Rochemaure,15.4,28.2,16.5,10.0,11.3
229,Roiffieux,12.5,23.1,14.2,10.4,10.3
230,Ruoms,10.5,21.9,14.1,9.5,8.3
231,Saint-Agrève,11.2,21.2,13.1,9.7,10.3
232,Saint-Étienne-de-Fontbellon,12.5,25.6,13.1,10.0,10.8
233,Saint-Georges-les-Bains,13.9,23.1,14.3,10.7,11.3
234,Saint-Jean-de-Muzols,13.5,25.6,13.8,10.3,11.0
235,Saint-Marcel-d'Ardèche,15.3,24.0,16.8,10.9,11.4
236,Saint-Péray,15.2,26.5,14.9,11.0,10.9
237,Sarras,12.5,21.3,14.5,10.6,11.3
238,Soyons,14.9,24.0,14.9,10.8,11.7
239,Le Teil,12.4,23.4,15.2,9.8,11.0
240,Tournon-sur-Rhône,12.9,24.7,13.8,10.3,10.4
241,Ucel,13.2,25.4,14.5,9.6,10.3
242,Vallon-Pont-d'Arc,11.7,23.7,13.2,9.6,10.6
243,Vals-les-Bains,11.3,23.4,13.0,9.5,10.3
244,Les Vans,11.2,24.4,13.7,9.4,10.0
245,Vernosc-lès-Annonay,13.3,22.7,14.5,10.6,11.5
246,Villeneuve-de-Berg,12.1,22.5,13.4,9.6,10.5
247,Viviers,13.5,28.8,16.0,10.1,10.9
248,La Voulte-sur-Rhône,11.8,22.1,13.7,10.1,10.5
249,Bazeilles,12.9,22.4,14.2,10.3,11.7
250,Bogny-sur-Meuse,11.6,22.4,13.3,10.0,11.1
251,Carignan,11.7,20.2,13.1,9.8,11.1
252,Charleville-Mézières,12.5,24.1,13.6,10.1,10.7
253,Donchery,12.2,22.0,14.4,10.1,11.3
254,Floing,12.9,23.9,14.2,11.0,11.4
255,Fumay,11.1,20.2,13.4,9.9,10.4
256,Givet,13.9,27.1,16.5,9.5,11.1
257,Haybes,12.4,25.6,15.3,10.3,11.1
258,Monthermé,12.1,24.7,14.5,9.8,11.0
259,Mouzon,12.7,24.3,14.7,9.6,11.5
260,Nouvion-sur-Meuse,12.3,22.6,13.4,10.2,12.0
261,Nouzonville,11.9,19.6,13.8,9.9,11.1
262,Rethel,11.9,21.9,13.9,9.9,10.7
263,Revin,12.0,24.1,14.4,9.7,11.1
264,Rocroi,11.9,21.5,14.3,9.9,10.9
265,Sedan,11.8,21.7,13.5,9.7,11.1
266,Villers-Semeuse,12.8,25.1,14.3,10.4,11.1
267,Vireux-Wallerand,15.0,30.2,17.2,9.7,11.1
268,Vivier-au-Court,13.1,29.3,14.2,10.1,11.0
269,Vouziers,11.7,21.7,15.0,9.6,10.4
270,Vrigne-aux-Bois,12.6,24.5,14.3,10.2,11.2
271,Foix,12.4,21.8,13.8,9.9,10.5
272,Laroque-d'Olmes,11.4,21.3,13.0,9.8,10.2
273,Lavelanet,11.0,23.5,13.4,9.4,10.2
274,Lézat-sur-Lèze,12.4,24.0,14.0,9.9,10.6
275,Mazères,12.4,22.3,13.8,10.4,10.7
276,Mirepoix,12.0,23.2,13.2,9.7,10.0
277,Pamiers,11.9,23.9,13.5,9.7,10.4
278,Saint-Girons,11.7,19.9,14.7,9.8,10.7
279,Saint-Jean-du-Falga,12.4,26.1,13.6,9.9,10.6
280,Saverdun,12.5,22.8,13.5,10.0,11.2
281,Tarascon-sur-Ariège,12.1,21.9,14.5,9.7,11.3
282,La Tour-du-Crieu,12.7,21.4,14.2,10.3,11.4
283,Varilhes,12.1,22.9,13.6,9.9,10.1
284,Verniolle,13.0,23.6,13.9,10.3,10.9
285,Aix-en-Othe,11.2,20.2,12.8,9.5,10.3
286,Arcis-sur-Aube,11.6,19.3,14.8,9.6,11.0
287,Bar-sur-Aube,11.6,21.4,14.1,10.2,10.4
288,Bar-sur-Seine,11.4,24.2,12.7,9.5,10.0
289,Bréviandes,13.4,23.0,15.5,10.5,10.5
290,Brienne-le-Château,11.7,24.6,13.6,9.6,10.6
291,La Chapelle-Saint-Luc,11.1,23.3,13.2,9.7,9.9
292,Les Noës-près-Troyes,11.4,22.9,13.7,9.7,10.2
293,Nogent-sur-Seine,14.5,26.6,16.4,10.2,10.9
294,Pont-Sainte-Marie,12.0,23.1,14.3,9.8,10.1
295,La Rivière-de-Corps,14.7,24.8,14.3,10.9,11.0
296,Romilly-sur-Seine,11.6,22.2,14.3,9.7,10.7
297,Rosières-près-Troyes,13.7,24.3,15.1,10.4,10.7
298,Saint-André-les-Vergers,12.8,24.1,13.8,10.4,10.4
299,Saint-Germain,12.5,21.2,13.8,10.3,11.3
300,Saint-Julien-les-Villas,12.9,23.6,13.8,10.0,10.9
301,Saint-Lyé,13.7,25.3,14.6,10.3,11.0
302,Saint-Parres-aux-Tertres,12.6,23.5,14.8,10.3,9.5
303,Sainte-Savine,12.9,23.7,13.9,10.2,10.3
304,Troyes,11.8,23.0,13.5,9.7,9.9
305,Vendeuvre-sur-Barse,11.1,21.6,13.2,9.7,10.2
306,Villenauxe-la-Grande,12.8,23.6,17.3,9.9,10.6
307,Bram,11.5,22.2,13.5,9.8,10.1
308,Carcassonne,11.8,22.3,13.3,9.9,9.6
309,Castelnaudary,11.9,21.7,13.5,9.7,10.0
310,Conques-sur-Orbiel,11.7,21.2,12.6,10.1,10.0
311,Coursan,11.7,19.6,13.7,10.2,10.3
312,Cuxac-d'Aude,11.5,20.6,14.4,9.9,9.7
313,Fleury,11.8,22.2,14.3,9.6,10.2
314,Gruissan,11.9,21.1,14.3,9.8,10.3
315,Leucate,11.3,20.8,13.4,9.5,8.9
316,Lézignan-Corbières,11.4,22.6,13.0,9.8,10.1
317,Limoux,11.2,22.5,12.9,9.5,9.5
318,Narbonne,12.2,21.8,13.9,10.0,10.1
319,Port-la-Nouvelle,11.3,20.1,14.5,9.4,10.6
320,Ouveillan,12.2,22.0,14.4,10.1,10.8
321,Palaja,13.1,21.7,14.2,10.6,9.9
322,Pennautier,11.7,21.9,13.4,10.1,9.3
323,Quillan,11.0,20.5,12.9,9.2,10.2
324,Rieux-Minervois,11.0,18.6,12.9,10.1,9.3
325,Sallèles-d'Aude,12.5,23.9,14.2,10.8,10.3
326,Salles-d'Aude,12.9,22.8,14.6,9.9,10.9
327,Sigean,11.7,21.2,14.4,9.7,10.5
328,Trèbes,11.5,20.8,13.3,10.0,9.9
329,Villemoustaussou,12.9,24.8,14.1,10.4,10.2
330,Vinassan,13.0,20.3,15.7,10.0,10.9
331,Aubin,11.7,22.7,12.9,9.9,11.1
332,Bozouls,12.1,21.8,13.2,10.2,10.5
333,Capdenac-Gare,12.1,22.1,13.5,10.1,11.0
334,Baraqueville,12.0,19.9,14.3,10.1,11.0
335,Decazeville,11.6,23.0,13.5,9.9,10.9
336,Druelle,13.5,21.6,14.6,10.6,11.5
337,Espalion,11.5,21.4,13.2,9.8,10.4
338,Firmi,11.7,22.1,13.5,9.9,11.2
339,Flavin,12.6,20.4,14.3,10.2,11.3
340,Luc-la-Primaube,12.5,21.4,14.0,10.4,10.8
341,Millau,11.8,22.0,13.6,10.0,10.0
342,Le Monastère,13.1,22.2,14.1,10.1,10.9
343,Olemps,13.2,22.1,13.9,10.6,11.5
344,Onet-le-Château,12.5,23.3,13.7,10.0,10.9
345,Réquista,12.1,24.6,14.0,9.5,11.1
346,Rieupeyroux,11.1,16.3,13.0,10.0,10.6
347,Rodez,12.6,23.2,13.4,10.0,10.4
348,Saint-Affrique,11.9,20.2,13.0,10.3,10.6
349,Salles-la-Source,13.2,21.7,13.8,10.3,11.0
350,Sébazac-Concourès,12.8,23.0,14.0,10.4,10.6
351,Sévérac-le-Château,11.4,20.0,13.4,9.6,11.1
352,Villefranche-de-Rouergue,11.6,23.3,13.0,9.6,10.4
353,Aix-en-Provence,16.1,26.0,15.3,10.7,11.2
354,Allauch,16.0,25.3,15.3,11.3,12.2
355,Alleins,15.7,26.6,15.8,10.3,12.4
356,Arles,12.5,23.0,14.2,9.9,10.9
357,Aubagne,13.4,23.8,14.6,10.4,10.7
358,Auriol,15.2,24.9,15.1,10.8,11.5
359,Barbentane,13.9,23.4,13.9,10.8,10.8
360,Berre-l'Étang,12.1,21.2,14.1,10.2,11.3
361,Bouc-Bel-Air,17.8,27.6,15.3,11.3,11.7
362,La Bouilladisse,15.9,25.3,15.8,11.0,11.8
363,Cabannes,12.8,24.5,14.2,10.3,10.6
364,Cabriès,19.6,29.6,15.7,11.2,12.1
365,Cadolive,15.4,23.9,14.5,11.1,12.2
366,Carry-le-Rouet,19.9,30.3,15.9,12.0,13.5
367,Cassis,16.9,29.2,17.8,10.8,12.5
368,Ceyreste,17.1,27.3,15.5,11.2,12.1
369,Charleval,14.0,22.5,14.7,10.8,12.6
370,Châteauneuf-le-Rouge,19.3,28.4,16.1,11.3,13.0
371,Châteauneuf-les-Martigues,13.9,21.7,15.3,10.8,12.3
372,Châteaurenard,12.7,23.7,13.9,10.2,10.4
373,La Ciotat,14.4,24.6,14.6,10.5,11.2
374,Cuges-les-Pins,14.3,25.1,15.0,10.5,11.5
375,La Destrousse,14.7,23.4,15.2,10.6,11.6
376,Éguilles,20.1,31.3,15.0,11.8,12.7
377,Ensuès-la-Redonne,17.8,27.4,16.6,11.4,12.3
378,Eyguières,15.5,26.6,15.6,10.5,11.7
379,Eyragues,13.0,23.8,14.0,10.0,10.4
380,La Fare-les-Oliviers,15.7,23.5,15.3,11.6,12.1
381,Fontvieille,14.3,26.5,14.7,10.4,10.9
382,Fos-sur-Mer,14.1,22.7,16.0,10.4,12.9
383,Fuveau,16.4,25.9,15.0,10.9,11.8
384,Gardanne,13.3,22.5,14.6,10.4,11.4
385,Gémenos,17.7,28.6,15.2,11.1,13.9
386,Gignac-la-Nerthe,13.9,22.3,15.2,10.9,11.8
387,Grans,16.6,28.0,15.6,10.8,12.5
388,Graveson,12.7,23.6,14.2,10.1,10.8
389,Gréasque,16.0,26.5,14.4,10.9,11.7
390,Istres,13.9,23.4,15.4,10.2,12.2
391,Jouques,15.6,26.2,14.4,10.8,11.6
392,Lambesc,15.6,25.6,14.9,10.7,11.7
393,Lançon-Provence,15.8,25.1,15.8,10.9,12.3
394,Maillane,13.1,23.3,14.2,10.2,10.9
395,Mallemort,14.2,24.6,14.7,10.4,11.5
396,Marignane,13.2,22.1,14.8,10.6,11.5
397,Marseille,13.8,23.8,14.6,10.4,10.8
398,Martigues,14.3,23.9,15.6,10.7,12.1
399,Maussane-les-Alpilles,14.2,25.5,14.3,10.2,11.3
400,Meyrargues,15.8,26.2,15.0,10.8,11.7
401,Meyreuil,16.5,27.5,14.7,11.0,12.4
402,Mimet,17.0,26.2,16.1,11.4,12.2
403,Miramas,12.6,21.9,14.3,10.3,11.5
404,Mollégès,14.2,25.4,15.2,10.3,11.1
405,Mouriès,14.5,24.9,15.5,10.5,11.7
406,Noves,13.4,24.7,14.0,10.4,10.6
407,Orgon,12.8,22.2,14.3,10.6,10.7
408,Pélissanne,16.7,27.0,15.9,11.2,12.2
409,La Penne-sur-Huveaune,13.9,24.0,14.2,10.9,11.4
410,Les Pennes-Mirabeau,14.6,23.0,15.1,11.0,12.2
411,Peynier,17.6,27.2,14.8,11.0,12.5
412,Peypin,15.4,24.8,14.6,11.0,12.2
413,Peyrolles-en-Provence,14.3,24.0,14.9,10.8,11.1
414,Plan-de-Cuques,15.1,23.4,15.1,11.2,12.2
415,Plan-d'Orgon,12.9,22.1,14.7,10.2,11.1
416,Port-de-Bouc,12.8,21.9,14.9,10.2,12.2
417,Port-Saint-Louis-du-Rhône,13.7,19.8,14.3,10.7,14.2
418,Le Puy-Sainte-Réparade,15.6,26.0,14.8,10.7,11.6
419,Rognac,13.9,22.9,14.9,10.9,12.0
420,Rognes,17.3,29.4,15.0,10.9,11.8
421,Rognonas,13.4,23.2,14.2,10.4,11.1
422,La Roque-d'Anthéron,13.0,24.2,14.7,10.1,9.8
423,Roquefort-la-Bédoule,15.2,24.7,14.7,11.1,11.2
424,Roquevaire,15.8,27.9,15.0,10.7,11.6
425,Rousset,15.6,24.8,15.0,11.1,11.4
426,Le Rove,14.9,23.2,15.0,10.9,12.1
427,Saint-Andiol,12.2,22.2,14.1,9.9,10.6
428,Saint-Cannat,17.0,27.7,15.2,11.2,11.9
429,Saint-Chamas,14.6,24.1,15.5,10.8,12.1
430,Saint-Étienne-du-Grès,14.5,23.9,15.0,10.8,11.8
431,Saintes-Maries-de-la-Mer,10.5,18.1,13.0,9.3,9.9
432,Saint-Martin-de-Crau,13.8,23.3,15.6,10.4,11.5
433,Saint-Mitre-les-Remparts,16.1,26.6,16.6,11.2,13.0
434,Saint-Rémy-de-Provence,13.4,24.5,14.9,10.4,10.5
435,Saint-Savournin,15.3,23.3,15.0,11.0,12.2
436,Saint-Victoret,13.0,21.4,15.1,10.4,11.9
437,Salon-de-Provence,14.1,25.0,14.7,10.4,11.2
438,Sausset-les-Pins,18.2,27.7,15.9,11.5,13.0
439,Sénas,13.5,23.1,15.0,10.4,11.0
440,Septèmes-les-Vallons,13.1,20.8,14.8,10.8,11.7
441,Simiane-Collongue,17.0,26.3,15.6,11.3,12.8
442,Tarascon,12.1,22.6,14.1,9.7,10.8
443,Le Tholonet,19.1,31.6,14.7,10.7,12.5
444,Trets,15.0,25.1,14.8,10.6,11.7
445,Velaux,17.3,25.8,15.9,11.5,12.5
446,Venelles,17.3,26.9,15.2,11.3,11.3
447,Ventabren,20.2,29.9,16.3,11.3,12.1
448,Vitrolles,13.2,22.1,14.5,10.6,11.4
449,Coudoux,17.4,26.1,15.5,11.4,12.3
450,Carnoux-en-Provence,15.4,26.8,15.2,10.5,11.4
451,Argences,12.2,22.4,13.6,10.1,10.9
452,Aunay-sur-Odon,11.8,21.8,13.6,9.7,10.8
453,Bayeux,12.1,25.5,13.5,9.7,10.3
454,Bénouville,15.5,26.9,15.0,11.1,11.9
455,Bernières-sur-Mer,13.7,26.0,14.2,10.4,10.7
456,Biéville-Beuville,18.5,28.1,16.6,10.7,13.5
457,Blainville-sur-Orne,12.4,20.8,13.9,10.1,11.1
458,Bretteville-l'Orgueilleuse,13.6,22.4,14.4,10.6,11.5
459,Bretteville-sur-Odon,15.2,25.0,14.1,10.8,11.1
460,Cabourg,12.8,24.9,14.2,9.9,11.9
461,Caen,13.0,22.7,13.6,10.1,10.3
462,Carpiquet,12.7,21.3,14.6,10.7,10.9
463,Colleville-Montgomery,14.5,24.2,14.9,10.3,11.6
464,Colombelles,11.3,20.5,13.4,9.7,10.5
465,Condé-sur-Noireau,11.8,24.3,15.0,9.1,10.5
466,Cormelles-le-Royal,13.2,23.1,14.3,10.3,11.2
467,Courseulles-sur-Mer,12.3,22.3,14.2,10.1,10.6
468,Cuverville,13.0,22.4,14.3,10.4,11.2
469,Deauville,13.1,30.2,14.1,10.2,9.9
470,Démouville,12.8,21.9,14.0,10.5,11.1
471,Dives-sur-Mer,11.0,21.3,12.9,9.7,10.5
472,Douvres-la-Délivrande,14.4,25.5,14.5,9.9,10.7
473,Dozulé,10.6,19.4,13.7,9.1,9.6
474,Falaise,11.5,21.9,13.1,10.1,9.9
475,Fleury-sur-Orne,12.1,22.8,13.2,10.1,10.6
476,Fontaine-Étoupefour,16.0,24.1,14.5,11.5,11.5
477,Giberville,11.9,21.7,14.0,10.2,10.6
478,Hermanville-sur-Mer,14.6,24.5,14.8,10.9,11.2
479,Hérouville-Saint-Clair,11.8,21.1,13.2,9.8,10.4
480,Honfleur,12.8,26.7,15.3,10.0,10.6
481,Houlgate,13.1,28.0,14.3,9.9,10.2
482,Ifs,12.4,21.7,14.2,10.4,10.3
483,Isigny-sur-Mer,11.5,23.7,14.3,9.1,11.4
484,Lion-sur-Mer,14.2,23.7,14.7,10.5,11.2
485,Lisieux,11.5,23.6,13.3,9.8,10.1
486,Le Molay-Littry,11.5,21.5,13.5,9.6,10.8
487,Livarot,11.2,26.1,13.8,9.9,10.3
488,Louvigny,14.2,22.3,15.1,10.6,11.1
489,Luc-sur-Mer,14.8,25.7,14.4,10.5,11.2
490,Merville-Franceville-Plage,13.7,24.1,14.5,10.3,11.6
491,Mézidon-Canon,11.4,23.6,13.6,9.8,10.6
492,Mondeville,11.8,21.1,13.8,9.9,10.5
493,Moult,12.4,20.4,14.2,10.5,11.1
494,Orbec,11.6,23.5,13.4,9.3,10.9
495,Ouistreham,13.7,24.8,14.3,10.3,11.0
496,Pont-l'Évêque,11.7,22.0,13.6,9.9,10.7
497,Port-en-Bessin-Huppain,11.7,25.7,13.3,9.8,10.6
498,La Rivière-Saint-Sauveur,13.9,23.5,16.2,10.4,11.9
499,Saint-Aubin-sur-Mer,13.9,24.2,14.1,10.2,11.0
500,Saint-Contest,17.5,27.5,15.8,11.4,12.2
501,Saint-Germain-la-Blanche-Herbe,12.3,20.2,14.5,10.2,10.7
502,Saint-Martin-de-Fontenay,13.2,22.5,13.9,10.5,11.2
503,Saint-Pierre-sur-Dives,10.9,22.6,13.0,9.5,10.3
504,Saint-Vigor-le-Grand,12.7,21.9,14.1,10.0,11.2
505,Soliers,13.4,22.0,14.9,10.6,11.4
506,Thury-Harcourt,12.2,23.9,13.2,10.4,11.3
507,Touques,11.8,25.0,13.7,10.0,10.0
508,Troarn,12.8,22.5,14.3,10.0,11.3
509,Trouville-sur-Mer,12.7,26.6,14.7,10.3,10.1
510,Verson,13.7,22.3,14.1,10.3,11.2
511,Villers-Bocage,11.6,20.8,13.9,10.0,10.7
512,Villers-sur-Mer,12.8,23.9,14.4,10.2,10.6
513,Vire,11.4,22.8,13.4,9.6,10.1
514,Arpajon-sur-Cère,12.3,22.4,13.7,10.4,10.0
515,Aurillac,11.6,22.0,13.1,10.1,9.6
516,Mauriac,11.1,24.1,13.0,9.8,9.4
517,Maurs,10.9,20.0,13.3,9.2,10.3
518,Riom-ès-Montagnes,11.4,20.4,13.7,9.3,10.7
519,Saint-Flour,11.1,20.3,13.7,9.6,9.6
520,Ytrac,12.3,21.2,13.7,10.8,10.5
521,Angoulême,13.0,23.3,13.4,10.1,10.3
522,Barbezieux-Saint-Hilaire,12.2,23.2,13.2,10.1,10.3
523,Brie,12.7,21.5,14.5,10.2,11.0
524,Champniers,13.6,22.8,14.7,10.6,11.1
525,Chasseneuil-sur-Bonnieure,11.5,23.4,13.8,9.9,10.3
526,Châteaubernard,12.9,24.3,15.0,10.5,11.2
527,Châteauneuf-sur-Charente,12.0,23.2,13.5,10.2,10.6
528,Cherves-Richemont,13.8,26.5,15.5,10.6,11.8
529,Cognac,13.5,24.7,14.7,10.4,11.2
530,Confolens,12.2,25.4,13.7,9.5,11.1
531,La Couronne,11.9,22.3,14.0,9.8,10.6
532,Fléac,14.1,25.9,14.5,10.7,11.4
533,Gond-Pontouvre,12.4,22.4,14.1,10.2,10.5
534,L'Isle-d'Espagnac,13.0,24.3,14.4,10.6,10.6
535,Jarnac,12.6,27.3,14.2,10.1,10.6
536,Linars,13.4,25.5,14.2,10.2,11.0
537,Roumazières-Loubert,11.4,21.2,13.4,9.7,10.9
538,Magnac-sur-Touvre,13.5,23.3,14.8,10.7,10.7
539,Montbron,11.3,22.0,12.3,10.1,10.3
540,Mornac,12.9,21.1,13.9,11.0,11.2
541,Mouthiers-sur-Boëme,13.5,24.6,14.7,10.4,11.0
542,Nersac,12.3,22.2,13.9,10.5,10.9
543,Puymoyen,16.0,26.7,15.2,11.1,10.6
544,La Rochefoucauld,11.7,23.3,13.0,9.8,10.3
545,Roullet-Saint-Estèphe,12.1,20.6,14.0,10.4,10.6
546,Ruelle-sur-Touvre,12.6,22.4,14.0,10.3,10.4
547,Ruffec,11.2,21.8,13.6,10.2,9.7
548,Saint-Michel,12.1,21.3,13.5,10.5,10.7
549,Saint-Yrieix-sur-Charente,13.9,23.9,14.8,10.7,10.8
550,Segonzac,12.2,24.3,14.7,10.4,10.3
551,Soyaux,12.4,23.4,13.7,10.4,10.1
552,Aigrefeuille-d'Aunis,12.3,21.2,14.0,10.4,10.9
553,Andilly,13.2,25.5,14.5,10.4,11.1
554,Angoulins,14.0,24.3,14.7,10.4,11.2
555,Arvert,10.7,20.3,13.3,9.7,9.3
556,Aytré,12.7,21.3,13.5,10.3,10.9
557,Le Bois-Plage-en-Ré,13.3,27.4,14.3,9.9,10.6
558,Bourcefranc-le-Chapus,11.2,22.8,13.9,9.5,10.2
559,Breuillet,12.4,20.7,15.4,10.3,10.4
560,Chaniers,12.8,23.5,13.8,10.8,10.6
561,Le Château-d'Oléron,11.3,24.5,12.9,9.7,10.9
562,Châtelaillon-Plage,14.3,25.8,14.6,9.9,10.5
563,Cozes,10.8,20.4,12.7,9.9,10.0
564,Dolus-d'Oléron,11.6,23.8,13.3,9.9,10.2
565,Dompierre-sur-Mer,14.0,23.1,14.4,11.1,11.9
566,Échillais,12.5,22.2,14.3,9.9,11.3
567,Esnandes,12.7,21.9,14.5,10.3,11.0
568,Étaules,11.4,21.9,12.8,9.7,9.9
569,La Flotte,13.0,27.8,15.0,10.1,10.9
570,Fontcouverte,13.8,23.9,14.5,11.1,11.1
571,Fouras,13.5,22.4,14.2,10.1,10.7
572,Gémozac,11.7,22.5,13.9,9.4,10.5
573,Le Gua,10.7,23.0,13.4,9.3,9.8
574,L'Houmeau,16.0,28.1,15.5,10.3,12.6
575,La Jarne,13.4,24.1,14.2,10.6,11.6
576,La Jarrie,13.4,22.1,14.1,10.2,11.2
577,Jonzac,11.3,22.9,13.4,9.8,9.0
578,Lagord,15.1,25.8,15.4,10.7,11.8
579,Marans,11.7,19.7,13.4,9.6,11.0
580,Marennes,11.1,20.5,13.1,9.6,10.1
581,Marsilly,15.0,25.8,15.1,10.8,10.9
582,Matha,11.4,20.6,13.5,10.1,9.9
583,Médis,12.0,22.6,13.8,9.8,10.7
584,Meschers-sur-Gironde,12.0,23.6,13.4,9.6,10.5
585,Montendre,11.8,22.8,14.5,10.0,10.3
